week,category,weekly_rank,Movie Name,season_title,weekly_hours_viewed,Duration,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
2022-08-07,Films (English),5,The Sea Beast,,14340000,,,5,False,
2022-08-07,Films (English),6,Spider-Man: Far from Home,,11320000,,,2,False,
2022-08-07,Films (English),7,The Age of Adaline,,9340000,,,1,False,
2022-08-07,Films (English),8,Tower Heist,,8700000,,,1,False,
2022-08-07,Films (English),9,Men in Black 3,,8680000,,,1,False,
2022-08-07,Films (English),10,Sing 2,,7950000,,,7,False,
2022-07-31,Films (English),1,The Gray Man,,96470000,,,2,False,
2022-07-31,Films (English),2,Purple Hearts,,48230000,,,1,False,
2022-07-31,Films (English),3,The Sea Beast,,21070000,,,4,False,
2022-07-31,Films (English),4,Persuasion,,11070000,,,3,False,
2022-07-31,Films (English),5,Sing 2,,9370000,,,6,False,
2022-07-31,Films (English),6,Spider-Man: Far from Home,,8300000,,,1,False,
2022-07-31,Films (English),7,The Man from Toronto,,7620000,,,6,False,
2022-07-31,Films (English),8,Shania Twain: Not Just a Girl,,4640000,,,1,False,
2022-07-31,Films (English),9,Line of Duty,,4140000,,,1,False,
2022-07-31,Films (English),10,Red Notice,,4090000,,,14,False,
2022-07-24,Films (English),1,The Gray Man,,88550000,,,1,False,
2022-07-24,Films (English),2,The Sea Beast,,34140000,,,3,False,
2022-07-24,Films (English),3,Persuasion,,29040000,,,2,False,
2022-07-24,Films (English),4,Clean,,11290000,,,1,False,
2022-07-24,Films (English),5,Daughter of the Wolf,,11080000,,,1,False,
2022-07-24,Films (English),6,Sing 2,,10150000,,,5,False,
2022-07-24,Films (English),7,The Man from Toronto,,8790000,,,5,False,
2022-07-24,Films (English),8,Girl in the Picture,,7360000,,,3,False,
2022-07-24,Films (English),9,CHIPS,,5080000,,,2,False,
2022-07-24,Films (English),10,12 Strong,,4610000,,,2,False,
2022-07-17,Films (English),1,The Sea Beast,,68110000,,,2,False,
2022-07-17,Films (English),2,Persuasion,,28720000,,,1,False,
2022-07-17,Films (English),3,Girl in the Picture,,23590000,,,2,False,
2022-07-17,Films (English),4,The Man from Toronto,,13500000,,,4,False,
2022-07-17,Films (English),5,Sing 2,,12220000,,,4,False,
2022-07-17,Films (English),6,12 Strong,,11810000,,,1,False,
2022-07-17,Films (English),7,Spider-Man: No Way Home,,8080000,,,1,False,
2022-07-17,Films (English),8,CHIPS,,7480000,,,1,False,
2022-07-17,Films (English),9,Hustle,,6450000,,,6,False,
2022-07-17,Films (English),10,"Hello, Goodbye, and Everything in Between",,6170000,,,2,False,
2022-07-10,Films (English),1,The Sea Beast,,33520000,,,1,False,
2022-07-10,Films (English),2,Girl in the Picture,,28380000,,,1,False,
2022-07-10,Films (English),3,The Man from Toronto,,24380000,,,3,False,
2022-07-10,Films (English),4,Sing 2,,16580000,,,3,False,
2022-07-10,Films (English),5,American Assassin,,13360000,,,1,False,
2022-07-10,Films (English),6,Grand Isle,,11460000,,,1,False,
2022-07-10,Films (English),7,"Hello, Goodbye, and Everything in Between",,10260000,,,1,False,
2022-07-10,Films (English),8,Hustle,,9400000,,,5,False,
2022-07-10,Films (English),9,Mean Girls,,8110000,,,1,False,
2022-07-10,Films (English),10,The Dark Knight Rises,,7750000,,,1,False,
2022-07-03,Films (English),1,The Man from Toronto,,62640000,,,2,False,
2022-07-03,Films (English),2,Sing 2,,24080000,,,2,False,
2022-07-03,Films (English),3,Love & Gelato,,18900000,,,2,False,
2022-07-03,Films (English),4,Hustle,,14640000,,,4,False,
2022-07-03,Films (English),5,Glamour Girls,,12390000,,,1,False,
2022-07-03,Films (English),6,Homefront,,11000000,,,1,False,
2022-07-03,Films (English),7,Spiderhead,,9520000,,,3,False,
2022-07-03,Films (English),8,The Mist,,6230000,,,2,False,
2022-07-03,Films (English),9,Chickenhare and the Hamster of Darkness,,5980000,,,4,False,
2022-07-03,Films (English),10,Backtrace,,4530000,,,1,False,
2022-06-26,Films (English),1,The Man from Toronto,,53890000,,,1,False,
2022-06-26,Films (English),2,Spiderhead,,38300000,,,2,False,
2022-06-26,Films (English),3,Hustle,,26050000,,,3,False,
2022-06-26,Films (English),4,Love & Gelato,,25790000,,,1,False,
2022-06-26,Films (English),5,Sing 2,,24270000,,,1,False,
2022-06-26,Films (English),6,Chickenhare and the Hamster of Darkness,,10960000,,,3,False,
2022-06-26,Films (English),7,Collision,,8450000,,,2,False,
2022-06-26,Films (English),8,The Mist,,8400000,,,1,False,
2022-06-26,Films (English),9,Halftime,,8370000,,,2,False,
2022-06-26,Films (English),10,It,,8350000,,,1,False,
2022-06-19,Films (English),1,Hustle,,57190000,,,2,False,
2022-06-19,Films (English),2,Spiderhead,,35400000,,,1,False,
2022-06-19,Films (English),3,Chickenhare and the Hamster of Darkness,,23750000,,,2,False,
2022-06-19,Films (English),4,Halftime,,18880000,,,1,False,
2022-06-19,Films (English),5,Interceptor,,13110000,,,3,False,
2022-06-19,Films (English),6,Collision,,12960000,,,1,False,
2022-06-19,Films (English),7,Trees of Peace,,9380000,,,1,False,
2022-06-19,Films (English),8,Sonic the Hedgehog,,4570000,,,8,False,
2022-06-19,Films (English),9,A Perfect Pairing,,4440000,,,5,False,
2022-06-19,Films (English),10,Senior Year,,4200000,,,6,False,
2022-06-12,Films (English),1,Hustle,,84580000,,,1,False,
2022-06-12,Films (English),2,Interceptor,,40700000,,,2,False,
2022-06-12,Films (English),3,Chickenhare and the Hamster of Darkness,,9820000,,,1,False,
2022-06-12,Films (English),4,The Amazing Spider-Man,,8440000,,,2,False,
2022-06-12,Films (English),5,Senior Year,,7220000,,,5,False,
2022-06-12,Films (English),6,A Perfect Pairing,,7130000,,,4,False,
2022-06-12,Films (English),7,Mission: Impossible - Ghost Protocol,,6550000,,,1,False,
2022-06-12,Films (English),8,Rambo: Last Blood,,6530000,,,1,False,
2022-06-12,Films (English),9,Deep Impact,,6260000,,,1,False,
2022-06-12,Films (English),10,Sonic the Hedgehog,,5510000,,,7,False,
2022-06-05,Films (English),1,Interceptor,,35600000,,,1,False,
2022-06-05,Films (English),2,A Perfect Pairing,,14410000,,,3,False,
2022-06-05,Films (English),3,The Amazing Spider-Man,,13500000,,,1,False,
2022-06-05,Films (English),4,Senior Year,,13260000,,,4,False,
2022-06-05,Films (English),5,Memoirs of a Geisha,,10200000,,,1,False,
2022-06-05,Films (English),6,The Outpost,,10120000,,,1,False,
2022-06-05,Films (English),7,Disappearance at Clifton Hill,,8670000,,,1,False,
2022-06-05,Films (English),8,Sonic the Hedgehog,,6500000,,,6,False,
2022-06-05,Films (English),9,Jack Reacher,,5370000,,,1,False,
2022-06-05,Films (English),10,Jackass 4.5,,4820000,,,3,False,
2022-05-29,Films (English),1,A Perfect Pairing,,32630000,,,2,False,
2022-05-29,Films (English),2,Senior Year,,24560000,,,3,False,
2022-05-29,Films (English),3,Jackass 4.5,,18540000,,,2,False,
2022-05-29,Films (English),4,Dangerous,,11740000,,,2,False,
2022-05-29,Films (English),5,Sonic the Hedgehog,,8910000,,,5,False,
2022-05-29,Films (English),6,Top Gun,,6440000,,,1,False,
2022-05-29,Films (English),7,Cleveland Abduction,,6360000,,,1,False,
2022-05-29,Films (English),8,Turbo,,5310000,,,1,False,
2022-05-29,Films (English),9,Our Father,,5150000,,,3,False,
2022-05-29,Films (English),10,Ben Is Back,,4610000,,,1,False,
2022-05-22,Films (English),1,Senior Year,,62420000,,,2,False,
2022-05-22,Films (English),2,A Perfect Pairing,,33000000,,,1,False,
2022-05-22,Films (English),3,Dangerous,,18060000,,,1,False,
2022-05-22,Films (English),4,Sonic the Hedgehog,,15990000,,,4,False,
2022-05-22,Films (English),5,Our Father,,13580000,,,2,False,
2022-05-22,Films (English),6,Jackass 4.5,,12080000,,,1,False,
2022-05-22,Films (English),7,Marmaduke,,7480000,,,3,False,
2022-05-22,Films (English),8,Operation Mincemeat,,6720000,,,2,False,
2022-05-22,Films (English),9,365 Days: This Day,,6110000,,,4,False,
2022-05-22,Films (English),10,Borrego,,6080000,,,1,False,
2022-05-15,Films (English),1,Senior Year,,55940000,,,1,False,
2022-05-15,Films (English),2,Our Father,,23870000,,,1,False,
2022-05-15,Films (English),3,Marmaduke,,15030000,,,2,False,
2022-05-15,Films (English),4,Along for the Ride,,13310000,,,2,False,
2022-05-15,Films (English),5,Operation Mincemeat,,12620000,,,1,False,
2022-05-15,Films (English),6,Sonic the Hedgehog,,12290000,,,3,False,
2022-05-15,Films (English),7,365 Days: This Day,,10580000,,,3,False,
2022-05-15,Films (English),8,U.S. Marshals,,5520000,,,2,False,
2022-05-15,Films (English),9,Den of Thieves,,5420000,,,1,False,
2022-05-15,Films (English),10,Men in Black: International,,4650000,,,2,False,
2022-05-08,Films (English),1,365 Days: This Day,,27530000,,,2,False,
2022-05-08,Films (English),2,Sonic the Hedgehog,,17150000,,,2,False,
2022-05-08,Films (English),3,Silverton Siege,,11150000,,,2,False,
2022-05-08,Films (English),4,Along for the Ride,,10840000,,,1,False,
2022-05-08,Films (English),5,The Gentlemen,,8610000,,,1,False,
2022-05-08,Films (English),6,U.S. Marshals,,8080000,,,1,False,
2022-05-08,Films (English),7,The Mystery of Marilyn Monroe: The Unheard Tapes,,7590000,,,2,False,
2022-05-08,Films (English),8,Men in Black: International,,7370000,,,1,False,
2022-05-08,Films (English),9,Marmaduke,,7010000,,,1,False,
2022-05-08,Films (English),10,365 Days,,6290000,,,2,False,
2022-05-01,Films (English),1,365 Days: This Day,,77980000,,,1,False,
2022-05-01,Films (English),2,Silverton Siege,,20280000,,,1,False,
2022-05-01,Films (English),3,The Mystery of Marilyn Monroe: The Unheard Tapes,,15360000,,,1,False,
2022-05-01,Films (English),4,365 Days,,10040000,,,1,False,
2022-05-01,Films (English),5,The Vault,,6660000,,,3,False,
2022-05-01,Films (English),6,How It Ends,,6640000,,,4,False,
2022-05-01,Films (English),7,The In Between,,6050000,,,4,False,
2022-05-01,Films (English),8,The Adam Project,,5660000,,,8,False,
2022-05-01,Films (English),9,Sonic the Hedgehog,,4920000,,,1,False,
2022-05-01,Films (English),10,Shrek,,4540000,,,7,False,
2022-04-24,Films (English),1,Choose or Die,,15260000,,,2,False,
2022-04-24,Films (English),2,The In Between,,13350000,,,3,False,
2022-04-24,Films (English),3,White Hot: The Rise & Fall of Abercrombie & Fitch,,9920000,,,1,False,
2022-04-24,Films (English),4,How It Ends,,8280000,,,3,False,
2022-04-24,Films (English),5,Yakuza Princess,,7490000,,,1,False,
2022-04-24,Films (English),6,The Adam Project,,7480000,,,7,False,
2022-04-24,Films (English),7,Playing with Fire,,6750000,,,1,False,
2022-04-24,Films (English),8,The Vault,,6620000,,,2,False,
2022-04-24,Films (English),9,Shrek,,5310000,,,6,False,
2022-04-24,Films (English),10,Cleaner,,4920000,,,2,False,
2022-04-17,Films (English),1,The In Between,,35900000,,,2,False,
2022-04-17,Films (English),2,Choose or Die,,16000000,,,1,False,
2022-04-17,Films (English),3,A Score to Settle,,9750000,,,1,False,
2022-04-17,Films (English),4,The Adam Project,,9270000,,,6,False,
2022-04-17,Films (English),5,Metal Lords,,8740000,,,1,False,
2022-04-17,Films (English),6,How It Ends,,8600000,,,2,False,
2022-04-17,Films (English),7,The Call,,7710000,,,1,False,
2022-04-17,Films (English),8,Return to Space,,7150000,,,2,False,
2022-04-17,Films (English),9,Cleaner,,6770000,,,1,False,
2022-04-17,Films (English),10,A Dog's Way Home,,5750000,,,1,False,
2022-04-10,Films (English),1,The In Between,,26770000,,,1,False,
2022-04-10,Films (English),2,The Adam Project,,10900000,,,5,False,
2022-04-10,Films (English),3,The Bubble,,9950000,,,2,False,
2022-04-10,Films (English),4,Shrek Forever After,,9770000,,,2,False,
2022-04-10,Films (English),5,The Blind Side,,8710000,,,2,False,
2022-04-10,Films (English),6,Four Brothers,,8170000,,,1,False,
2022-04-10,Films (English),7,Enough,,5790000,,,1,False,
2022-04-10,Films (English),8,How It Ends,,5650000,,,1,False,
2022-04-10,Films (English),9,Shrek,,5340000,,,5,False,
2022-04-10,Films (English),10,Return to Space,,4550000,,,1,False,
2022-04-03,Films (English),1,The Adam Project,,17720000,,,4,False,
2022-04-03,Films (English),2,The Bubble,,12450000,,,1,False,
2022-04-03,Films (English),3,Trust No One: The Hunt for the Crypto King,,12070000,,,1,False,
2022-04-03,Films (English),4,The Blind Side,,9880000,,,1,False,
2022-04-03,Films (English),5,6 Underground,,8730000,,,3,False,
2022-04-03,Films (English),6,Blade Runner 2049,,7850000,,,1,False,
2022-04-03,Films (English),7,Shrek Forever After,,7690000,,,1,False,
2022-04-03,Films (English),8,Gemini Man,,7000000,,,3,False,
2022-04-03,Films (English),9,Rescued by Ruby,,6380000,,,3,False,
2022-04-03,Films (English),10,Escape Room,,6140000,,,1,False,
2022-03-27,Films (English),1,The Adam Project,,31700000,,,3,False,
2022-03-27,Films (English),2,Rescued by Ruby,,17030000,,,2,False,
2022-03-27,Films (English),3,Gemini Man,,16450000,,,2,False,
2022-03-27,Films (English),4,Windfall,,15490000,,,2,False,
2022-03-27,Films (English),5,John Wick: Chapter 2,,7800000,,,1,False,
2022-03-27,Films (English),6,The Dead Don't Die,,7570000,,,1,False,
2022-03-27,Films (English),7,6 Underground,,7440000,,,2,False,
2022-03-27,Films (English),8,A Walk Among the Tombstones,,6740000,,,2,False,
2022-03-27,Films (English),9,Shrek,,6350000,,,4,False,
2022-03-27,Films (English),10,Despicable Me 2,,5750000,,,7,False,
2022-03-20,Films (English),1,The Adam Project,,85360000,,,2,False,
2022-03-20,Films (English),2,Rescued by Ruby,,19940000,,,1,False,
2022-03-20,Films (English),3,Gemini Man,,11840000,,,1,False,
2022-03-20,Films (English),4,The Ice Road,,11650000,,,2,False,
2022-03-20,Films (English),5,The Weekend Away,,9240000,,,3,False,
2022-03-20,Films (English),6,A Walk Among the Tombstones,,9030000,,,1,False,
2022-03-20,Films (English),7,Windfall,,8360000,,,1,False,
2022-03-20,Films (English),8,Shrek,,7870000,,,3,False,
2022-03-20,Films (English),9,Shrek 2,,6750000,,,3,False,
2022-03-20,Films (English),10,A Madea Homecoming,,5790000,,,4,False,
2022-03-13,Films (English),1,The Adam Project,,92430000,,,1,False,
2022-03-13,Films (English),2,The Weekend Away,,26260000,,,2,False,
2022-03-13,Films (English),3,Against The Ice,,12730000,,,2,False,
2022-03-13,Films (English),4,Shrek,,10380000,,,2,False,
2022-03-13,Films (English),5,Shrek 2,,9900000,,,2,False,
2022-03-13,Films (English),6,A Madea Homecoming,,9030000,,,3,False,
2022-03-13,Films (English),7,Shooter,,7390000,,,1,False,
2022-03-13,Films (English),8,Spider-Man: Into the Spider-Verse,,5910000,,,2,False,
2022-03-13,Films (English),9,Despicable Me 2,,5720000,,,6,False,
2022-03-13,Films (English),10,Coach Carter,,5450000,,,1,False,
2022-03-06,Films (English),1,The Weekend Away,,44450000,,,1,False,
2022-03-06,Films (English),2,Against The Ice,,30730000,,,1,False,
2022-03-06,Films (English),3,A Madea Homecoming,,26410000,,,2,False,
2022-03-06,Films (English),4,Spider-Man: Into the Spider-Verse,,13940000,,,1,False,
2022-03-06,Films (English),5,Shrek 2,,13040000,,,1,False,
2022-03-06,Films (English),6,The Tinder Swindler,,9510000,,,5,False,
2022-03-06,Films (English),7,Shrek,,7780000,,,1,False,
2022-03-06,Films (English),8,Just Like Heaven,,7160000,,,1,False,
2022-03-06,Films (English),9,Despicable Me 2,,6890000,,,5,False,
2022-03-06,Films (English),10,Battleship,,6710000,,,1,False,
2022-02-27,Films (English),1,A Madea Homecoming,,31560000,,,1,False,
2022-02-27,Films (English),2,The Tinder Swindler,,17670000,,,4,False,
2022-02-27,Films (English),3,Texas Chainsaw Massacre,,17440000,,,2,False,
2022-02-27,Films (English),4,Downfall: The Case Against Boeing,,9910000,,,2,False,
2022-02-27,Films (English),5,Despicable Me 2,,9750000,,,4,False,
2022-02-27,Films (English),6,Fistful of Vengeance,,7560000,,,2,False,
2022-02-27,Films (English),7,Tall Girl 2,,7470000,,,3,False,
2022-02-27,Films (English),8,Abominable,,7330000,,,2,False,
2022-02-27,Films (English),9,Despicable Me,,5590000,,,4,False,
2022-02-27,Films (English),10,Red Notice,,4970000,,,13,False,
2022-02-20,Films (English),1,The Tinder Swindler,,34450000,,,3,False,
2022-02-20,Films (English),2,Texas Chainsaw Massacre,,29180000,,,1,False,
2022-02-20,Films (English),3,Tall Girl 2,,21740000,,,2,False,
2022-02-20,Films (English),4,Fistful of Vengeance,,18300000,,,1,False,
2022-02-20,Films (English),5,Despicable Me 2,,11510000,,,3,False,
2022-02-20,Films (English),6,Abominable,,8960000,,,1,False,
2022-02-20,Films (English),7,St. Vincent,,7640000,,,1,False,
2022-02-20,Films (English),8,Downfall: The Case Against Boeing,,7420000,,,1,False,
2022-02-20,Films (English),9,Despicable Me,,7170000,,,3,False,
2022-02-20,Films (English),10,The Vanishing,,7030000,,,1,False,
2022-02-13,Films (English),1,The Tinder Swindler,,64700000,,,2,False,
2022-02-13,Films (English),2,Tall Girl 2,,27440000,,,1,False,
2022-02-13,Films (English),3,13 Hours: The Secret Soldiers of Benghazi,,13270000,,,2,False,
2022-02-13,Films (English),4,Despicable Me 2,,13080000,,,2,False,
2022-02-13,Films (English),5,Home Team,,10550000,,,3,False,
2022-02-13,Films (English),6,Despicable Me,,8950000,,,2,False,
2022-02-13,Films (English),7,Dora and the Lost City of Gold,,8750000,,,1,False,
2022-02-13,Films (English),8,Faster,,6850000,,,2,False,
2022-02-13,Films (English),9,The Power of the Dog,,5460000,,,3,False,
2022-02-13,Films (English),10,Don't Look Up,,5360000,,,8,False,
2022-02-06,Films (English),1,The Tinder Swindler,,45800000,,,1,False,
2022-02-06,Films (English),2,Home Team,,33630000,,,2,False,
2022-02-06,Films (English),3,Despicable Me 2,,14340000,,,1,False,
2022-02-06,Films (English),4,13 Hours: The Secret Soldiers of Benghazi,,12980000,,,1,False,
2022-02-06,Films (English),5,Transformers: Revenge of the Fallen,,9790000,,,1,False,
2022-02-06,Films (English),6,The Royal Treatment,,8510000,,,3,False,
2022-02-06,Films (English),7,Don't Look Up,,6930000,,,7,False,
2022-02-06,Films (English),8,Despicable Me,,6850000,,,1,False,
2022-02-06,Films (English),9,Can You Keep a Secret?,,6410000,,,1,False,
2022-02-06,Films (English),10,Faster,,6370000,,,1,False,
2022-01-30,Films (English),1,The Royal Treatment,,26580000,,,2,False,
2022-01-30,Films (English),2,Home Team,,21050000,,,1,False,
2022-01-30,Films (English),3,Munich  The Edge of War,,17320000,,,2,False,
2022-01-30,Films (English),4,Don't Look Up,,10250000,,,6,False,
2022-01-30,Films (English),5,The Secret Life of Pets 2,,7850000,,,3,False,
2022-01-30,Films (English),6,Red Notice,,6540000,,,12,False,
2022-01-30,Films (English),7,Hotel Transylvania 3: Summer Vacation,,6280000,,,5,False,
2022-01-30,Films (English),8,Brazen,,5840000,,,3,False,
2022-01-30,Films (English),9,The Possession of Hannah Grace,,5760000,,,1,False,
2022-01-30,Films (English),10,A Perfect Enemy,,4870000,,,1,False,
2022-01-23,Films (English),1,The Royal Treatment,,42490000,,,1,False,
2022-01-23,Films (English),2,Brazen,,28570000,,,2,False,
2022-01-23,Films (English),3,Don't Look Up,,17130000,,,5,False,
2022-01-23,Films (English),4,The Secret Life of Pets 2,,16800000,,,2,False,
2022-01-23,Films (English),5,Riverdance: The Animated Adventure,,11840000,,,2,False,
2022-01-23,Films (English),6,Munich  The Edge of War,,11110000,,,1,False,
2022-01-23,Films (English),7,After We Fell,,8980000,,,1,False,
2022-01-23,Films (English),8,Red Notice,,7310000,,,11,False,
2022-01-23,Films (English),9,Back to the Outback,,6320000,,,7,False,
2022-01-23,Films (English),10,Mother/Android,,5330000,,,3,False,
2022-01-16,Films (English),1,Brazen,,45340000,,,1,False,
2022-01-16,Films (English),2,Don't Look Up,,28390000,,,4,False,
2022-01-16,Films (English),3,Mother/Android,,23170000,,,2,False,
2022-01-16,Films (English),4,The Secret Life of Pets 2,,9390000,,,1,False,
2022-01-16,Films (English),5,Just Go With It,,8790000,,,3,False,
2022-01-16,Films (English),6,Red Notice,,8710000,,,10,False,
2022-01-16,Films (English),7,Back to the Outback,,8710000,,,6,False,
2022-01-16,Films (English),8,Tides,,8470000,,,1,False,
2022-01-16,Films (English),9,Riverdance: The Animated Adventure,,7860000,,,1,False,
2022-01-16,Films (English),10,The Clovehitch Killer,,7000000,,,1,False,
2022-01-09,Films (English),1,Don't Look Up,,58200000,,,3,False,
2022-01-09,Films (English),2,Mother/Android,,29730000,,,1,False,
2022-01-09,Films (English),3,The Lost Daughter,,20370000,,,2,False,
2022-01-09,Films (English),4,Back to the Outback,,12430000,,,5,False,
2022-01-09,Films (English),5,The Unforgivable,,11340000,,,5,False,
2022-01-09,Films (English),6,Red Notice,,11090000,,,9,False,
2022-01-09,Films (English),7,Just Go With It,,10530000,,,2,False,
2022-01-09,Films (English),8,Journey 2: The Mysterious Island,,10520000,,,2,False,
2022-01-09,Films (English),9,Seal Team,,10310000,,,1,False,
2022-01-09,Films (English),10,The Longest Yard,,9960000,,,1,False,
2022-01-02,Films (English),1,Don't Look Up,,152290000,,,2,False,
2022-01-02,Films (English),2,The Unforgivable,,21310000,,,4,False,
2022-01-02,Films (English),3,The Lost Daughter,,18260000,,,1,False,
2022-01-02,Films (English),4,Back to the Outback,,17720000,,,4,False,
2022-01-02,Films (English),5,Red Notice,,14540000,,,8,False,
2022-01-02,Films (English),6,Spider-Man: Homecoming,,14180000,,,3,False,
2022-01-02,Films (English),7,Fast & Furious Presents: Hobbs & Shaw,,12870000,,,2,False,
2022-01-02,Films (English),8,Death to 2021,,10380000,,,1,False,
2022-01-02,Films (English),9,Journey 2: The Mysterious Island,,5440000,,,1,False,
2022-01-02,Films (English),10,Spider-Man,,5430000,,,1,False,
2021-12-26,Films (English),1,Don't Look Up,,111030000,,,1,False,
2021-12-26,Films (English),2,The Unforgivable,,26600000,,,3,False,
2021-12-26,Films (English),3,Fast & Furious Presents: Hobbs & Shaw,,26590000,,,1,False,
2021-12-26,Films (English),4,Back to the Outback,,24750000,,,3,False,
2021-12-26,Films (English),5,Spider-Man: Homecoming,,20000000,,,2,False,
2021-12-26,Films (English),6,The Christmas Chronicles,,12910000,,,4,False,
2021-12-26,Films (English),7,Red Notice,,12140000,,,7,False,
2021-12-26,Films (English),8,A California Christmas: City Lights,,11630000,,,2,False,
2021-12-26,Films (English),9,The Christmas Chronicles: Part Two,,10990000,,,3,False,
2021-12-26,Films (English),10,A Boy Called Christmas,,9120000,,,5,False,
2021-12-19,Films (English),1,The Unforgivable,,74440000,,,2,False,
2021-12-19,Films (English),2,Back to the Outback,,38990000,,,2,False,
2021-12-19,Films (English),3,A California Christmas: City Lights,,22860000,,,1,False,
2021-12-19,Films (English),4,Red Notice,,12710000,,,6,False,
2021-12-19,Films (English),5,The Shack,,11730000,,,1,False,
2021-12-19,Films (English),6,Spider-Man: Homecoming,,9370000,,,1,False,
2021-12-19,Films (English),7,John Wick: Chapter 3 - Parabellum,,8790000,,,1,False,
2021-12-19,Films (English),8,The Christmas Chronicles,,8430000,,,3,False,
2021-12-19,Films (English),9,The Christmas Chronicles: Part Two,,7840000,,,2,False,
2021-12-19,Films (English),10,A Boy Called Christmas,,7270000,,,4,False,
2021-12-12,Films (English),1,The Unforgivable,,85860000,,,1,False,
2021-12-12,Films (English),2,Red Notice,,18010000,,,5,False,
2021-12-12,Films (English),3,Back to the Outback,,16170000,,,1,False,
2021-12-12,Films (English),4,The Power of the Dog,,13280000,,,2,False,
2021-12-12,Films (English),5,Single All The Way,,11140000,,,2,False,
2021-12-12,Films (English),6,A Boy Called Christmas,,10750000,,,3,False,
2021-12-12,Films (English),7,A Castle For Christmas,,10050000,,,3,False,
2021-12-12,Films (English),8,Redemption Day,,9790000,,,1,False,
2021-12-12,Films (English),9,Bruised,,8970000,,,3,False,
2021-12-12,Films (English),10,The Christmas Chronicles,,8510000,,,2,False,
2021-12-05,Films (English),1,The Power of the Dog,,27200000,,,1,False,
2021-12-05,Films (English),2,A Castle For Christmas,,25550000,,,2,False,
2021-12-05,Films (English),3,Red Notice,,25400000,,,4,False,
2021-12-05,Films (English),4,Bruised,,23370000,,,2,False,
2021-12-05,Films (English),5,A Boy Called Christmas,,19360000,,,2,False,
2021-12-05,Films (English),6,Single All The Way,,13820000,,,1,False,
2021-12-05,Films (English),7,14 Peaks: Nothing Is Impossible,,12170000,,,1,False,
2021-12-05,Films (English),8,The Christmas Chronicles,,7940000,,,1,False,
2021-12-05,Films (English),9,The Christmas Chronicles: Part Two,,7790000,,,1,False,
2021-12-05,Films (English),10,Love Hard,,7240000,,,5,False,
2021-11-28,Films (English),1,Red Notice,,50650000,,,3,False,
2021-11-28,Films (English),2,Bruised,,47700000,,,1,False,
2021-11-28,Films (English),3,A Boy Called Christmas,,26820000,,,1,False,
2021-11-28,Films (English),4,A Castle For Christmas,,20870000,,,1,False,
2021-11-28,Films (English),5,The Princess Switch 3: Romancing the Star,,16250000,,,2,False,
2021-11-28,Films (English),6,The Croods,,15860000,,,2,False,
2021-11-28,Films (English),7,Jack Reacher: Never Go Back,,14670000,,,1,False,
2021-11-28,Films (English),8,Extinct,,13320000,,,1,False,
2021-11-28,Films (English),9,Central Intelligence,,10520000,,,2,False,
2021-11-28,Films (English),10,Love Hard,,9780000,,,4,False,
2021-11-21,Films (English),1,Red Notice,,129110000,,,2,False,
2021-11-21,Films (English),2,The Princess Switch 3: Romancing the Star,,24770000,,,1,False,
2021-11-21,Films (English),3,Love Hard,,21240000,,,3,False,
2021-11-21,Films (English),4,Central Intelligence,,14910000,,,1,False,
2021-11-21,Films (English),5,The Harder They Fall,,13770000,,,3,False,
2021-11-21,Films (English),6,The Croods,,13440000,,,1,False,
2021-11-21,Films (English),7,Army of Thieves,,12260000,,,4,False,
2021-11-21,Films (English),8,Trolls,,10120000,,,1,False,
2021-11-21,Films (English),9,6 Underground,,7770000,,,1,False,
2021-11-21,Films (English),10,Goosebumps 2: Haunted Halloween,,7680000,,,1,False,
2021-11-14,Films (English),1,Red Notice,,148720000,,,1,False,
2021-11-14,Films (English),2,Love Hard,,58560000,,,2,False,
2021-11-14,Films (English),3,The Harder They Fall,,33060000,,,2,False,
2021-11-14,Films (English),4,Army of Thieves,,20560000,,,3,False,
2021-11-14,Films (English),5,Father Christmas Is Back,,13780000,,,1,False,
2021-11-14,Films (English),6,211,,7900000,,,1,False,
2021-11-14,Films (English),7,Army of the Dead,,7620000,,,3,False,
2021-11-14,Films (English),8,Passing,,7490000,,,1,False,
2021-11-14,Films (English),9,Transformers: The Last Knight,,6920000,,,2,False,
2021-11-14,Films (English),10,Jumanji: The Next Level,,6760000,,,1,False,
2021-11-07,Films (English),1,Army of Thieves,,71610000,,,2,False,
2021-11-07,Films (English),2,The Harder They Fall,,64760000,,,1,False,
2021-11-07,Films (English),3,Love Hard,,40530000,,,1,False,
2021-11-07,Films (English),4,Army of the Dead,,16910000,,,2,False,
2021-11-07,Films (English),5,Transformers: The Last Knight,,13180000,,,1,False,
2021-11-07,Films (English),6,21 Jump Street,,11690000,,,1,False,
2021-11-07,Films (English),7,Hypnotic,,11140000,,,2,False,
2021-11-07,Films (English),8,The Girl in the Spider's Web,,6580000,,,1,False,
2021-11-07,Films (English),9,Amina,,6110000,,,1,False,
2021-11-07,Films (English),10,Just Go With It,,5740000,,,1,False,
2021-10-31,Films (English),1,Army of Thieves,,49640000,,,1,False,
2021-10-31,Films (English),2,Hypnotic,,24620000,,,1,False,
2021-10-31,Films (English),3,Night Teeth,,17010000,,,2,False,
2021-10-31,Films (English),4,Final Score,,9840000,,,1,False,
2021-10-31,Films (English),5,King Arthur: Legend of the Sword,,9150000,,,1,False,
